transaction_id,customer_id,timestamp,amount,merchant_category,location,device_type,risk_score,flagged_for_review
TX_2B618C42B9A8,CUST_0FF75680,2022-03-12 07:53:52,677.18,Gambling,"Phoenix, AZ",POS Terminal,0.314,False
TX_CE3D15A8169E,CUST_E0B10D66,2024-08-29 16:18:22,483.89,Entertainment,"Fort Worth, TX",Web Browser,0.187,False
TX_1AA574498978,CUST_7EC7D728,2022-04-12 02:58:57,510.02,Money Transfer,"Austin, TX",POS Terminal,0.45,False
TX_9EBB1924E107,CUST_E2652872,2023-07-16 19:53:24,76805.78,Cryptocurrency,"Philadelphia, PA",Tablet - Android,0.933,True
TX_26362B32446E,CUST_A1EC032A,2025-03-14 02:06:56,2655.67,Restaurant,"Houston, TX",Tablet - iOS,0.363,False
TX_E1510D6F9969,CUST_EC62D37A,2023-04-06 03:01:22,3427.1,Foreign Transaction,"Beijing, China",Tablet - Android,0.617,True
TX_F8F90308A26F,CUST_98E089F8,2022-04-06 09:58:07,188.35,Foreign Transaction,"San Jose, CA",Desktop - Mac,0.102,False
TX_12F2BA35D9AA,CUST_F04EA5BA,2022-02-11 05:26:25,1727.05,ATM Withdrawal,"Seattle, WA",Web Browser,0.346,False
TX_AD7D0920406C,CUST_F59339B6,2023-08-30 15:19:36,686.84,Wire Transfer,"Jacksonville, FL",Web Browser,0.341,False
TX_EF652CBCA65B,CUST_ED873F40,2024-09-05 23:25:22,847.72,ATM Withdrawal,"San Jose, CA",Web Browser,0.196,False
TX_C9791216B049,CUST_3AD3A7A2,2023-01-12 00:41:50,4057.36,Cryptocurrency,"Boston, MA",Desktop - Windows,0.666,True
TX_8D11CBCC80A3,CUST_1A31BA08,2024-12-16 21:15:16,929.19,Grocery,"Seattle, WA",ATM,0.119,False
TX_85BCBCB32D00,CUST_5C8F0162,2024-01-05 09:06:48,215.5,Gambling,"San Diego, CA",Mobile - iOS,0.295,False
TX_6EAB5BADB9C4,CUST_AB350A77,2022-08-15 15:46:37,669.39,Travel,"Los Angeles, CA",Tablet - Android,0.142,False
TX_0AB7453F990A,CUST_466CD393,2022-10-30 19:35:41,677.97,Gas Station,"Houston, TX",Mobile - Android,0.079,False
TX_3D01EF151707,CUST_7B985178,2022-07-10 05:02:40,1267.16,Electronics,"San Francisco, CA",Tablet - Android,0.3,False
TX_8E7D74EEC856,CUST_7025386A,2022-12-22 17:59:51,690.35,Electronics,"Boston, MA",Tablet - Android,0.107,False
TX_44AD09446B71,CUST_9375406B,2024-09-04 18:53:27,84.13,Cryptocurrency,"Dallas, TX",POS Terminal,0.297,False
TX_A7EF0BC68DBF,CUST_3B3B5F6A,2023-09-01 20:13:20,651.96,Electronics,"San Antonio, TX",Desktop - Mac,0.185,False
TX_2850C5EFCEA2,CUST_ADA95B2B,2025-01-06 17:17:07,329.05,Gas Station,"Boston, MA",Web Browser,0.153,False
TX_8965EE004A21,CUST_7A692691,2024-10-29 10:20:04,2769.98,Cryptocurrency,"Indianapolis, IN",ATM,0.53,False
TX_FAB939E41289,CUST_6583D27F,2023-09-14 18:00:32,682.21,Grocery,"New York, NY",Mobile - Android,0.028,False
TX_69B7A87B1A1B,CUST_2003F58F,2022-10-23 09:22:25,149.33,Entertainment,"Seattle, WA",Web Browser,0.098,False
TX_DC775DD007C9,CUST_9D6A3A24,2023-08-16 02:58:20,2961.44,Grocery,"New York, NY",Mobile - iOS,0.457,False
TX_4FE31AE4B8F3,CUST_C4358AB7,2022-10-13 20:15:16,2916.13,Insurance,"Los Angeles, CA",Desktop - Mac,0.174,False
TX_4FDBCBBF3274,CUST_69A482F4,2023-07-25 01:36:39,118.85,Gambling,"Fort Worth, TX",Tablet - iOS,0.513,False
TX_AD9A6EE9A5E8,CUST_53B8F9FA,2024-08-24 10:00:38,584.3,Cryptocurrency,"San Antonio, TX",ATM,0.275,False
TX_0EE61F9AE433,CUST_34F2350D,2024-09-07 04:39:44,741.2,ATM Withdrawal,"Charlotte, NC",Desktop - Windows,0.271,False
TX_FCCD871F60BB,CUST_07E86C20,2025-03-17 04:37:04,2647.99,Gas Station,"San Francisco, CA",Desktop - Mac,0.31,False
TX_A14FDE2E684D,CUST_FC101D7D,2024-09-22 14:32:03,1419.29,Jewelry,"Denver, CO",Tablet - Android,0.185,False
TX_DCBBF036D1BB,CUST_DCA759EC,2023-10-05 14:20:43,95.73,Wire Transfer,"San Antonio, TX",Web Browser,0.324,False
TX_4BF7080CD4D3,CUST_35E3B344,2025-02-08 10:35:55,209.91,Grocery,"Indianapolis, IN",Desktop - Mac,0.124,False
TX_881D07708DD8,CUST_28CDB024,2022-07-08 19:10:05,112.87,Restaurant,"San Antonio, TX",Web Browser,0.117,False
TX_10DA07B8B793,CUST_02FDA7BC,2024-07-02 04:08:59,2830.38,Utilities,"San Diego, CA",Tablet - iOS,0.335,False
TX_C5D6DA63D408,CUST_83367B6A,2025-04-17 10:37:42,74309.01,Online Shopping,"San Antonio, TX",Tablet - Android,0.794,True
TX_1E4DCE92D997,CUST_6DA12ED1,2024-04-14 09:43:33,4148.52,Insurance,"New York, NY",Tablet - iOS,0.408,False
TX_21F5D2DFA9A1,CUST_2E7BD5C6,2025-01-15 11:38:35,413.52,Retail,"Philadelphia, PA",Desktop - Mac,0.152,False
TX_68A4E122D569,CUST_5AFA2C3E,2023-08-21 20:09:44,140.29,Wire Transfer,"Houston, TX",ATM,0.353,False
TX_58182172C421,CUST_53EA0448,2023-03-10 00:51:39,102.63,Utilities,"San Francisco, CA",POS Terminal,0.313,False
TX_9C8698116DBD,CUST_E64CEB81,2025-10-27 15:57:31,6080.54,Grocery,"Indianapolis, IN",POS Terminal,0.394,False
TX_005757E664EE,CUST_4536B34D,2022-10-22 16:19:01,351.71,Utilities,"Dallas, TX",Mobile - Android,0.118,False
TX_9C68DA1500C6,CUST_0D855317,2024-06-18 13:11:21,149.46,Restaurant,"Los Angeles, CA",Mobile - iOS,0.081,False
TX_5E9D149380EC,CUST_C59B6948,2025-07-09 08:32:52,604.23,Insurance,"Charlotte, NC",ATM,0.144,False
TX_EE75083D6C79,CUST_AEDF842B,2022-06-02 12:39:10,36.56,ATM Withdrawal,"Denver, CO",POS Terminal,0.073,False
TX_C78C72F5C6D9,CUST_81F94D1C,2022-09-17 05:58:23,257.85,Wire Transfer,"San Francisco, CA",Mobile - iOS,0.479,False
TX_29B1E5B317AA,CUST_8385319A,2025-01-27 18:37:56,1230.47,Grocery,"Houston, TX",POS Terminal,0.156,False
TX_1075D89AED1C,CUST_F8AAD8EC,2023-05-11 01:20:45,2532.19,Gambling,"San Jose, CA",Desktop - Windows,0.619,True
TX_00D65D4791AD,CUST_B472CE76,2025-02-04 05:10:07,1906.02,ATM Withdrawal,"Houston, TX",Web Browser,0.38,False
TX_201B4C6BA342,CUST_CC3DCC7B,2024-11-02 15:57:34,904.41,Gas Station,"Charlotte, NC",POS Terminal,0.087,False
TX_90021072FB54,CUST_6AFD269B,2025-01-02 05:45:57,12290.22,ATM Withdrawal,"Houston, TX",Tablet - iOS,0.56,False
TX_1F0B097D1363,CUST_7E31BCE7,2024-08-11 03:12:15,284.62,Restaurant,"Phoenix, AZ",Mobile - Android,0.254,False
TX_0E3AAA002DA5,CUST_38C52234,2022-11-03 08:15:23,37.63,Restaurant,"Austin, TX",Web Browser,0.167,False
TX_6517ACB0A9AF,CUST_0EF5EA57,2022-08-25 11:27:32,496.7,Healthcare,"Chicago, IL",ATM,0.18,False
TX_73547E5AA8D4,CUST_D2C22705,2025-01-05 09:03:22,186.26,Grocery,"Columbus, OH",Mobile - iOS,0.068,False
TX_5097DA9AC390,CUST_7FA413D6,2022-03-30 01:53:19,3572.47,Gambling,"San Jose, CA",Tablet - iOS,0.705,True
TX_E9F6C0E8DE0E,CUST_04913391,2024-06-25 03:28:01,982.99,Wire Transfer,"Austin, TX",Tablet - iOS,0.544,False
TX_424FEA60F99F,CUST_6DA12ED1,2022-12-26 19:12:05,2628.34,Entertainment,"Boston, MA",Web Browser,0.382,False
TX_6E0383A48E03,CUST_681E27A5,2023-04-07 23:58:19,532.16,Wire Transfer,"Phoenix, AZ",Tablet - iOS,0.407,False
TX_86EBC1A34FB8,CUST_4A7FD60E,2024-10-31 13:52:14,956.32,Travel,"San Jose, CA",Desktop - Windows,0.072,False
TX_CA6667EDE160,CUST_7025386A,2024-09-27 00:00:25,853.1,Healthcare,"Denver, CO",Tablet - iOS,0.322,False
TX_FE7A1CB515DF,CUST_03E0D389,2022-10-06 05:45:17,755.01,Foreign Transaction,"Philadelphia, PA",Tablet - iOS,0.319,False
TX_53F3732551FC,CUST_2A96E2B6,2025-08-16 06:09:51,910.81,Restaurant,"Seattle, WA",POS Terminal,0.038,False
TX_51FF94078677,CUST_674436E4,2024-01-15 15:02:54,728.33,Insurance,"Indianapolis, IN",Tablet - iOS,0.009,False
TX_1106E9583FD9,CUST_FED05D33,2025-06-22 18:32:04,2455.31,Gas Station,"Seattle, WA",Mobile - iOS,0.105,False
TX_EC8939B0A665,CUST_F5D1A127,2024-07-26 02:55:58,196.93,Travel,"New York, NY",Web Browser,0.325,False
TX_7CEB65D5EEAA,CUST_CAA0D166,2022-06-29 05:58:33,976.3,Jewelry,"Indianapolis, IN",Mobile - iOS,0.343,False
TX_F68A2E35C0F9,CUST_E1C94355,2025-08-30 05:18:19,564.72,Retail,"Austin, TX",Desktop - Windows,0.342,False
TX_53BDC5219D55,CUST_549BFB88,2023-05-05 06:54:58,724.4,Travel,"Los Angeles, CA",Web Browser,0.135,False
TX_BB682A06CE11,CUST_6D20DE4B,2022-06-28 13:10:43,33.04,Utilities,"Seattle, WA",Mobile - Android,0.018,False
TX_C227F558902C,CUST_61EC9F7B,2022-09-14 06:53:11,1526.8,Healthcare,"San Francisco, CA",Mobile - iOS,0.194,False
TX_76245DCE41E1,CUST_7BF19317,2022-12-28 18:26:42,428.48,Healthcare,"Denver, CO",Mobile - iOS,0.147,False
TX_2EB594FA1E4E,CUST_64BF94E8,2023-12-25 03:35:06,1908.24,Healthcare,"San Jose, CA",Web Browser,0.626,True
TX_0798648DF52A,CUST_28CDB024,2023-04-22 06:39:39,429.87,Money Transfer,"Denver, CO",ATM,0.261,False
TX_F54DA8B882C7,CUST_40ADFDA7,2022-09-29 13:09:43,2607.46,Insurance,"San Diego, CA",Tablet - iOS,0.42,False
TX_DFC9D40B5952,CUST_247F4F79,2023-05-19 08:42:50,877.54,Money Transfer,"Chicago, IL",Desktop - Mac,0.26,False
TX_6C72E69A7137,CUST_01D02EEF,2022-05-27 01:22:14,436.56,Travel,"Dallas, TX",Desktop - Mac,0.22,False
TX_CBBF860ED32D,CUST_352E3232,2023-07-23 22:47:56,806.12,Utilities,"Columbus, OH",Mobile - iOS,0.245,False
TX_69B3A15BF152,CUST_7A692691,2023-04-03 23:12:35,4479.2,Insurance,"Jacksonville, FL",Tablet - iOS,0.504,False
TX_85A13974234B,CUST_EA19910C,2024-06-13 01:59:14,94.64,Wire Transfer,"Boston, MA",Desktop - Windows,0.379,False
TX_79A5087ED20E,CUST_3CE649AA,2024-04-16 05:26:09,1177.15,Insurance,"Dallas, TX",Tablet - iOS,0.369,False
TX_81307A4CBCD4,CUST_E226D7D3,2022-03-01 12:55:37,1432.69,Entertainment,"Austin, TX",POS Terminal,0.231,False
TX_13EFE8539B5B,CUST_14098DCB,2023-06-10 00:27:59,71487.34,Retail,"Seattle, WA",Web Browser,0.863,True
TX_A60E1BDA1AE5,CUST_2F4F30C4,2025-08-01 09:07:24,332.7,ATM Withdrawal,"Fort Worth, TX",Tablet - Android,0.003,False
TX_1337EC4F6D4C,CUST_099ED7E3,2023-08-13 08:56:11,896.5,ATM Withdrawal,"Boston, MA",Desktop - Mac,0.316,False
TX_1AEE31B29BB8,CUST_8633C87B,2025-10-24 01:00:17,112.73,Travel,"Fort Worth, TX",Mobile - iOS,0.328,False
TX_F0FA7EA347CB,CUST_DAFB1E69,2023-05-14 00:04:55,1032.15,Foreign Transaction,"Philadelphia, PA",Desktop - Windows,0.367,False
TX_D5ED77682B13,CUST_875C8B3B,2022-08-18 06:55:18,1657.6,Healthcare,"Jacksonville, FL",Desktop - Windows,0.25,False
TX_9CB81AFDF132,CUST_A23FD4B5,2022-04-18 10:07:11,318.18,Retail,"Jacksonville, FL",POS Terminal,0.075,False
TX_E711FF765C8C,CUST_945604A0,2024-05-02 23:59:27,628.3,Entertainment,"Seattle, WA",ATM,0.528,False
TX_DEFE4D22A8BA,CUST_702A6AD0,2025-04-19 23:12:48,443.3,Cryptocurrency,"Dallas, TX",Web Browser,0.406,False
TX_B35A83A8B9E2,CUST_6EF8C9DF,2023-03-31 18:07:59,675.73,Jewelry,"Charlotte, NC",Web Browser,0.079,False
TX_8CF72F6F806A,CUST_55A314CE,2025-04-08 09:38:46,960.81,Restaurant,"San Jose, CA",Tablet - iOS,0.141,False
TX_A626FCC31293,CUST_81F94D1C,2024-07-02 04:14:29,211.23,Money Transfer,"Jacksonville, FL",Tablet - iOS,0.522,False
TX_C8D51859B198,CUST_0A6F2AB4,2025-02-18 11:46:29,202.16,Cryptocurrency,"Denver, CO",Mobile - iOS,0.396,False
TX_B4FEC1146B3E,CUST_495AB8C6,2024-07-12 12:48:46,570.44,Insurance,"Indianapolis, IN",Mobile - iOS,0.056,False
TX_4379A5EE52D2,CUST_35BF93AF,2025-09-26 21:08:10,515.62,Travel,"Dallas, TX",ATM,0.257,False
TX_A8B9ACC69B1F,CUST_246B4FFE,2022-12-27 09:19:46,3417.9,Money Transfer,"Columbus, OH",Web Browser,0.509,False
TX_CA504F2BD312,CUST_D45EC47E,2025-03-31 11:37:17,2001.52,Cryptocurrency,"Jacksonville, FL",Tablet - iOS,0.698,True
TX_FA02570BDF53,CUST_D57BEEE5,2024-12-21 23:20:35,660.94,Travel,"Los Angeles, CA",Desktop - Windows,0.509,False
TX_18E5A6454D95,CUST_D4B8E897,2025-09-19 02:19:09,843.37,Entertainment,"Charlotte, NC",Desktop - Mac,0.29,False
TX_A991FA7A9640,CUST_D7536050,2022-01-14 20:23:51,1693.41,Gambling,"Chicago, IL",Tablet - Android,0.466,False
TX_A9CAC9150E9A,CUST_104D2149,2022-03-26 13:22:13,852.65,Insurance,"Chicago, IL",Desktop - Mac,0.109,False
TX_FD7C400E4D88,CUST_7373A183,2023-03-29 20:15:24,632.43,Retail,"Philadelphia, PA",Mobile - Android,0.049,False
TX_2143034B5E02,CUST_457C8CFF,2025-05-27 11:27:56,493.12,Money Transfer,"Columbus, OH",ATM,0.311,False
TX_94ADACE7EBD6,CUST_0F4B1989,2022-05-20 05:10:03,158.86,Travel,"San Francisco, CA",Mobile - Android,0.196,False
TX_E615D4F2783E,CUST_1582DFD8,2025-05-07 02:34:05,16062.1,Entertainment,"Dallas, TX",Desktop - Mac,0.677,True
TX_722677C09067,CUST_C8B310D8,2024-08-01 21:10:48,467.85,Cryptocurrency,"Charlotte, NC",POS Terminal,0.344,False
TX_E997C6356180,CUST_F04EA5BA,2024-06-06 18:50:41,2258.08,Online Shopping,"Indianapolis, IN",Mobile - iOS,0.105,False
TX_118767D4A483,CUST_3C2ED301,2025-03-26 10:42:07,2422.21,Wire Transfer,"Austin, TX",Desktop - Windows,0.541,False
TX_DD2724EE75F9,CUST_7B1604BC,2025-08-05 13:46:11,2102.56,ATM Withdrawal,"Seattle, WA",Desktop - Mac,0.118,False
TX_21024D269633,CUST_84F03A21,2025-04-12 15:58:05,947.64,Jewelry,"Philadelphia, PA",Web Browser,0.25,False
TX_9E06C84D6DA7,CUST_3AD3A7A2,2022-04-10 09:16:03,72478.92,Cryptocurrency,"Austin, TX",Desktop - Mac,0.845,True
TX_25B7BD0F201F,CUST_1BCEB1E5,2022-01-05 10:32:27,363.18,Restaurant,"Chicago, IL",Web Browser,0.107,False
TX_8C88721149D2,CUST_90E339F0,2022-08-30 00:22:18,945.0,Jewelry,"Houston, TX",Web Browser,0.168,False
TX_5739AB2DECDB,CUST_004B6AA5,2025-10-02 16:27:20,699.63,Healthcare,"Phoenix, AZ",ATM,0.042,False
TX_02E55F0B8894,CUST_8CFA6DB1,2025-03-08 18:35:17,121.24,Foreign Transaction,"San Diego, CA",Desktop - Mac,0.087,False
TX_EBCD4726506E,CUST_BFC1106B,2024-08-02 01:46:08,628.69,Cryptocurrency,"Seattle, WA",Tablet - iOS,0.527,False
TX_6BE826D237B7,CUST_B70D071C,2022-08-15 20:06:17,907.09,Utilities,"Phoenix, AZ",Tablet - Android,0.079,False
TX_B28BBBE2E6B0,CUST_44CFE6AD,2023-11-04 07:33:40,2350.39,Money Transfer,"Dallas, TX",Desktop - Windows,0.506,False
TX_37D3FF98A62D,CUST_42CFDA2F,2022-03-13 12:48:49,296.19,Jewelry,"Charlotte, NC",Tablet - iOS,0.116,False
TX_FD0BD49B6267,CUST_81B7DD75,2022-11-23 01:29:52,501.78,Entertainment,"Jacksonville, FL",ATM,0.183,False
TX_B29685D42EB7,CUST_53ACC123,2024-07-10 11:27:04,2052.81,Cryptocurrency,"Austin, TX",POS Terminal,0.447,False
TX_0E877AE57EF0,CUST_97D04445,2022-07-21 07:40:18,13.59,Entertainment,"Boston, MA",POS Terminal,0.166,False
TX_B9643C4E04E0,CUST_FAF80C28,2025-01-13 18:18:23,491.4,Money Transfer,"Chicago, IL",POS Terminal,0.35,False
TX_67B167366189,CUST_6300822F,2022-05-27 08:25:42,801.18,Grocery,"Charlotte, NC",Desktop - Windows,0.013,False
TX_D83372297791,CUST_C98951F5,2024-03-27 05:03:48,547.78,Healthcare,"Los Angeles, CA",ATM,0.174,False
TX_5865DF7A3711,CUST_39CDA39B,2022-03-30 07:28:41,897.67,ATM Withdrawal,"Indianapolis, IN",Mobile - iOS,0.012,False
TX_E4FBF33044E4,CUST_7948CCAE,2023-05-18 22:40:22,4180.55,Wire Transfer,"Austin, TX",Desktop - Windows,0.778,True
TX_C0EEB059DFC2,CUST_E35B687E,2024-07-25 23:26:02,356.37,Insurance,"Phoenix, AZ",Tablet - iOS,0.291,False
TX_8FAA794BF532,CUST_9657D6E7,2024-10-06 18:04:28,686.64,Wire Transfer,"Chicago, IL",Mobile - Android,0.236,False
TX_B244C7E142AF,CUST_BC08DED9,2024-02-22 04:26:19,2193.4,Foreign Transaction,"Beijing, China",POS Terminal,0.525,False
TX_E70351DEA6C2,CUST_3919818A,2023-05-12 06:20:44,114.56,Entertainment,"New York, NY",Web Browser,0.105,False
TX_AB67F3C791DE,CUST_32482346,2022-08-08 22:12:28,178.56,Electronics,"Denver, CO",Tablet - Android,0.182,False
TX_2697C8D31837,CUST_FA92D95E,2024-09-01 21:32:41,729.34,Foreign Transaction,"Houston, TX",Web Browser,0.188,False
TX_9AEF29FC4943,CUST_CA86CFBD,2022-10-21 19:15:05,1733.46,Foreign Transaction,"Fort Worth, TX",ATM,0.183,False
TX_F84EA5EC78B7,CUST_82DBF00E,2025-01-25 10:14:48,509.27,Jewelry,"Jacksonville, FL",Web Browser,0.115,False
TX_EC32349D38CB,CUST_9E32ED8E,2025-05-20 05:06:58,1123.69,Cryptocurrency,"San Antonio, TX",POS Terminal,0.581,False
TX_A8D9689FE924,CUST_2FD00734,2024-12-23 09:09:48,710.54,Retail,"Charlotte, NC",POS Terminal,0.065,False
TX_BFB4D15B110C,CUST_A2FD5227,2022-07-22 01:06:06,219.89,Grocery,"Boston, MA",Tablet - Android,0.34,False
TX_F7A6ADF9307C,CUST_9C6C7A0A,2024-01-17 00:46:40,814.99,Travel,"Phoenix, AZ",POS Terminal,0.326,False
TX_C403EEFBA00D,CUST_5781F288,2024-01-13 18:18:44,161.52,Online Shopping,"Phoenix, AZ",POS Terminal,0.177,False
TX_D7D56030A002,CUST_A151C42E,2025-03-11 17:58:31,433.85,Utilities,"San Francisco, CA",Desktop - Mac,0.07,False
TX_683163891E99,CUST_216BE39D,2025-06-18 14:51:51,15.73,Healthcare,"New York, NY",Tablet - iOS,0.094,False
TX_CC43AF884D05,CUST_EA19910C,2025-05-25 12:16:16,81.44,Utilities,"San Francisco, CA",Mobile - iOS,0.038,False
TX_5DCC3273788C,CUST_72BA3AD8,2024-06-08 14:33:13,725.66,Money Transfer,"Fort Worth, TX",Web Browser,0.201,False
TX_9FC19DA4F1EF,CUST_18F3DBDD,2024-07-29 21:56:13,4689.59,Wire Transfer,"Houston, TX",Mobile - Android,0.515,False
TX_709393B7A30D,CUST_7948CCAE,2022-10-26 20:41:20,2853.6,Electronics,"Columbus, OH",Desktop - Mac,0.402,False
TX_5CDBC39A63D1,CUST_81EDCE30,2024-05-27 17:07:46,574.38,Gambling,"Philadelphia, PA",Tablet - iOS,0.378,False
TX_226F00F79523,CUST_1BDC7684,2022-12-21 07:24:16,178.41,Grocery,"Boston, MA",Web Browser,0.145,False
TX_BE89D4CF3468,CUST_6D00D7AF,2022-06-22 18:06:30,276.57,Insurance,"San Antonio, TX",Desktop - Windows,0.113,False
TX_113767A3BB82,CUST_1D1BAD12,2022-01-18 22:39:36,698.92,Gambling,"Jacksonville, FL",ATM,0.544,False
TX_702F8EB7A036,CUST_0BD3C5F5,2022-04-18 08:38:10,213.19,Money Transfer,"Charlotte, NC",POS Terminal,0.301,False
TX_4380717015ED,CUST_8261BFBD,2024-11-14 20:51:22,1474.96,Retail,"Columbus, OH",Desktop - Windows,0.196,False
TX_3B57F03BBCE4,CUST_034A5791,2023-05-25 22:49:46,792.98,Cryptocurrency,"Fort Worth, TX",Desktop - Mac,0.511,False
TX_4F92AFDDBD70,CUST_2F96AF72,2024-03-09 06:25:37,76183.78,Gambling,"Pyongyang, North Korea",ATM,0.839,True
TX_801AABC0221C,CUST_92C30016,2025-11-02 00:31:20,27.71,Jewelry,"Los Angeles, CA",Mobile - Android,0.335,False
TX_E5B08E52D2F8,CUST_6D64CDAA,2024-03-07 09:29:47,292.58,Travel,"Charlotte, NC",Tablet - Android,0.137,False
TX_0A8F12411E1D,CUST_7B33F7FE,2023-11-01 07:34:15,2676.07,Gambling,"Los Angeles, CA",Tablet - iOS,0.7,True
TX_AD9B0EF15B03,CUST_D936E348,2023-12-04 14:58:14,165.21,Wire Transfer,"Philadelphia, PA",Tablet - Android,0.24,False
TX_54BC1A3E9AFB,CUST_C6523C71,2022-02-15 23:47:38,16268.7,Online Shopping,"Charlotte, NC",Tablet - Android,0.65,True
TX_AECA654288B3,CUST_2365C13E,2022-11-24 15:13:48,528.97,Jewelry,"Philadelphia, PA",Tablet - iOS,0.101,False
TX_79C05FD0B412,CUST_D57BEEE5,2022-01-19 16:51:43,13141.99,Cryptocurrency,"Los Angeles, CA",Desktop - Windows,0.889,True
TX_C6D8AB1090B4,CUST_8CFD4F1E,2022-04-24 19:11:54,136.61,Jewelry,"Los Angeles, CA",Mobile - iOS,0.133,False
TX_EECF7AE3D0C5,CUST_035413D8,2025-04-03 03:10:37,463.06,Utilities,"Dallas, TX",POS Terminal,0.188,False
TX_26891B04172E,CUST_0AC50119,2024-04-14 09:37:18,538.08,Travel,"Boston, MA",Desktop - Mac,0.135,False
TX_8754FE063E0C,CUST_1BDC7684,2022-10-18 02:49:46,683.83,Money Transfer,"Fort Worth, TX",ATM,0.504,False
TX_D0A59437F6C8,CUST_25737D2D,2022-01-06 22:36:12,538.91,Entertainment,"San Antonio, TX",ATM,0.239,False
TX_B599EF355683,CUST_EB13ACCD,2023-12-15 19:58:59,2156.23,Electronics,"San Diego, CA",Tablet - iOS,0.24,False
TX_AEE8667F50EC,CUST_6CED6AC2,2022-06-12 08:15:39,802.25,Cryptocurrency,"San Antonio, TX",POS Terminal,0.612,True
TX_0F00415F7A64,CUST_9A889354,2025-08-22 16:02:52,354.43,Travel,"Houston, TX",Mobile - iOS,0.194,False
TX_ADED8E523036,CUST_9C26604D,2023-07-29 08:02:25,483.26,Retail,"Austin, TX",POS Terminal,0.149,False
TX_219F5370A22E,CUST_6E103BA7,2022-01-16 19:32:41,20715.43,Gambling,"Chicago, IL",ATM,0.957,True
TX_24B643F91066,CUST_B08167FE,2023-07-17 23:20:03,4573.83,Electronics,"Los Angeles, CA",Mobile - Android,0.576,False
TX_8B3AC41DD1EC,CUST_84117EB2,2025-08-25 15:30:03,649.02,Utilities,"Seattle, WA",Tablet - Android,0.211,False
TX_53A714575D35,CUST_05EC9F01,2022-09-10 18:17:08,699.9,Online Shopping,"Los Angeles, CA",Tablet - Android,0.197,False
TX_F710F327651B,CUST_EEEE090F,2025-06-19 16:31:47,170.0,Jewelry,"Columbus, OH",Desktop - Mac,0.099,False
TX_281126C9FB61,CUST_1766CA3D,2023-03-17 10:15:27,1926.73,Electronics,"San Francisco, CA",Mobile - iOS,0.39,False
TX_26FBB6CB5343,CUST_73A59857,2022-03-06 09:35:48,891.65,Gambling,"Phoenix, AZ",Tablet - iOS,0.494,False
TX_A03F25B360FC,CUST_7DC51D1D,2022-01-21 16:57:53,394.6,ATM Withdrawal,"Chicago, IL",Desktop - Mac,0.113,False
TX_6339C4035DCE,CUST_039A19C3,2022-01-18 14:02:37,4850.31,Insurance,"Lagos, Nigeria",POS Terminal,0.611,True
TX_D922E3D8C5F8,CUST_65FAB619,2025-02-07 22:56:33,49.21,Travel,"Chicago, IL",Tablet - iOS,0.261,False
TX_B69F37905911,CUST_FD0C0A87,2025-08-23 23:51:28,1686.35,Utilities,"Denver, CO",ATM,0.255,False
TX_82B6869FBF1D,CUST_7B985178,2022-01-01 11:45:17,1446.37,Money Transfer,"San Diego, CA",Web Browser,0.327,False
TX_201B507804FA,CUST_FB880A29,2022-11-02 12:54:40,2790.73,Money Transfer,"Dallas, TX",Desktop - Mac,0.394,False
TX_043314B05402,CUST_6F2A4111,2025-01-30 05:04:56,297.28,Gas Station,"San Jose, CA",Tablet - iOS,0.335,False
TX_B826DCEFC8EE,CUST_78668285,2023-05-26 23:23:28,494.9,Restaurant,"Seattle, WA",Tablet - iOS,0.318,False
TX_4194C35DD73C,CUST_814DC7C4,2025-06-20 04:38:43,217.53,Grocery,"Austin, TX",Mobile - iOS,0.602,True
TX_627514F98144,CUST_C4358AB7,2025-01-05 03:04:53,1669.05,Restaurant,"Boston, MA",Web Browser,0.348,False
TX_56343C85319F,CUST_7D87236D,2024-01-21 06:38:19,2598.59,Cryptocurrency,"Columbus, OH",Tablet - iOS,0.378,False
TX_9ECDB8FB864F,CUST_D6EAFED3,2023-06-06 08:11:40,939.88,Foreign Transaction,"Phoenix, AZ",ATM,0.064,False
TX_4D16013E8679,CUST_54BC0415,2022-07-30 03:38:21,304.6,Healthcare,"Houston, TX",POS Terminal,0.25,False
TX_1AFF2D6D7175,CUST_DBD016AD,2022-10-21 08:44:44,868.66,Insurance,"Indianapolis, IN",Desktop - Windows,0.204,False
TX_0794622630F5,CUST_28C05FB8,2024-07-20 07:21:00,66.96,Online Shopping,"San Francisco, CA",Tablet - iOS,0.243,False
TX_BA5B9DBE1E6B,CUST_352E3232,2022-08-25 11:32:40,417.78,Electronics,"Denver, CO",Mobile - iOS,0.122,False
TX_714BE7A412B6,CUST_BFC1106B,2023-08-10 05:21:25,493.36,Entertainment,"San Antonio, TX",Desktop - Windows,0.256,False
TX_78BEAEC6BE94,CUST_06F5FC9C,2025-03-04 11:21:09,751.37,Cryptocurrency,"Chicago, IL",POS Terminal,0.385,False
TX_7DD113E93D4C,CUST_FC5FAFD9,2024-01-14 10:05:19,314.53,Cryptocurrency,"New York, NY",Desktop - Mac,0.4,False
TX_A3D0B85420C3,CUST_8736B667,2022-05-28 11:16:06,570.93,Foreign Transaction,"San Diego, CA",Tablet - Android,0.12,False
TX_A185C4BFF373,CUST_85F49EB3,2025-11-02 22:00:03,713.73,Restaurant,"Austin, TX",ATM,0.217,False
